bboxes,scores,labels,timestamp,width,height,cctvid,region_and_name,centername,img_directory
"[[1248.2773209596248, 365.0181945679923, 629.1006489511348, 317.8443361009764]]",[0.5321401170797915],[11],1693537372464,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372464.jpg
"[[1248.2773209596248, 603.5782558176618, 629.1006489511348, 581.8836064548786]]",[0.8181369689736349],[12],1693537372464,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372464.jpg
"[[1248.2773209596248, 892.1809011196256, 629.1006489511348, 311.38072372166334]]",[0.6280133065579171],[6],1693537372464,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372464.jpg
"[[1248.2773209596248, 81.97364122587, 629.1006489511348, 757.3548526391353]]",[0.7613508384036421],[15],1693537372464,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372464.jpg
"[[1248.2773209596248, 266.03270428123795, 629.1006489511348, 727.7125333788841]]",[0.7075041302307659],[12],1693537372464,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372464.jpg
"[[1248.2773209596248, 666.1393746377281, 629.1006489511348, 722.392072032812]]",[0.6743309085614879],[3],1693537372464,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372464.jpg
"[[1248.2773209596248, 795.9413679041188, 629.1006489511348, 683.032436048318]]",[0.8400574110571231],[4],1693537372464,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372464.jpg
"[[1248.2773209596248, 247.76066226547712, 629.1006489511348, 645.8818119940559]]",[0.7708219732922625],[10],1693537372464,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372464.jpg
"[[1248.2773209596248, 842.1646849242012, 629.1006489511348, 639.5363841478169]]",[0.9096325626293931],[1],1693537372464,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372464.jpg
"[[1248.2773209596248, 139.9957852884195, 629.1006489511348, 626.5755114972421]]",[0.6260804359947898],[9],1693537372464,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372464.jpg
"[[1248.2773209596248, 1485.9002291094655, 629.1006489511348, 900]]",[0.7758579612711706],[13],1693537372464,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372464.jpg
"[[1248.2773209596248, 238.42026375794686, 629.1006489511348, 222.02122348932258]]",[0.7495938341878268],[17],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 237.74301457038314, 629.1006489511348, 796.4106795389392]]",[0.8641136980781028],[1],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 1503.1175864941415, 629.1006489511348, 173.41378094028107]]",[0.9179662589527022],[6],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 1527.7723828388528, 629.1006489511348, 839.1714421283662]]",[0.6266586877542086],[12],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 478.52194134702654, 629.1006489511348, 672.0982923528651]]",[0.8950745317610576],[2],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 1600, 629.1006489511348, 670.875587330211]]",[0.7879598972029583],[0],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 1127.5969160250309, 629.1006489511348, 800.4006442201522]]",[0.6163228360701117],[20],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 413.92378148007924, 629.1006489511348, 123.47106185717834]]",[0.5342304896624422],[22],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 602.3877159784344, 629.1006489511348, 608.9696002675845]]",[0.7720867604155852],[17],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 1324.2523792083205, 629.1006489511348, 835.0995798854036]]",[0.5114577124610734],[21],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 1393.8375724036707, 629.1006489511348, 28.519898727017853]]",[0.891591379104378],[0],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 747.9153926637524, 629.1006489511348, 641.7998827459356]]",[0.7593350208517093],[19],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 104.70156919657704, 629.1006489511348, 178.42125672305065]]",[0.5449386584482219],[16],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 758.7662074511609, 629.1006489511348, 55.32585486671509]]",[0.576995835208294],[7],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 745.4999551646755, 629.1006489511348, 196.03911942475105]]",[0.9543719929037329],[14],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 734.4180451460456, 629.1006489511348, 715.2917680171535]]",[0.9836669153234281],[12],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 28.667333948513892, 629.1006489511348, 900]]",[0.596830550597431],[16],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 1600, 629.1006489511348, 262.7827126403753]]",[0.6718462095306378],[21],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 294.1441654821857, 629.1006489511348, 109.2949245621839]]",[0.7605342255130496],[20],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 1487.9040198420616, 629.1006489511348, 612.6131752931577]]",[0.8621434783751176],[0],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 400.4302452771887, 629.1006489511348, 227.289899017029]]",[0.8165432356386293],[21],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 880.7390140887185, 629.1006489511348, 900]]",[0.6628691463127687],[13],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 886.3616921516198, 629.1006489511348, 675.2072222829843]]",[0.573504108207895],[11],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 1400.944782101643, 629.1006489511348, 447.9441372949584]]",[0.9658940965105947],[14],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 108.32761308468949, 629.1006489511348, 404.0261373260852]]",[0.5219587813347406],[15],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 1577.8217471943735, 629.1006489511348, 467.6307846943795]]",[0.7347176131977131],[2],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 543.881456963544, 629.1006489511348, 55.32047835743833]]",[0.9704208852082137],[6],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 1496.9423163572212, 629.1006489511348, 336.6423685344835]]",[0.8887864588089853],[19],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 1043.7724054173702, 629.1006489511348, 613.9604398727]]",[0.8845112920050607],[20],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 383.4448313810549, 629.1006489511348, 437.752330230909]]",[0.6675014945050175],[17],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 1233.6556116374159, 629.1006489511348, 900]]",[0.7744985385755239],[1],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 1034.4618985449092, 629.1006489511348, 299.41221271524466]]",[0.5308886894475466],[0],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 959.0958055174499, 629.1006489511348, 495.70012911855974]]",[0.728839302449668],[15],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 780.2774053180174, 629.1006489511348, 626.7515067990902]]",[0.8398925493310944],[2],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 813.3931747961984, 629.1006489511348, 184.44541506696075]]",[0.5195918261699071],[5],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 1196.7486096215941, 629.1006489511348, 400.64875623960205]]",[0.9223375577302095],[14],1693537372465,1600,900,E100033,대덕문화전당,대구교통정보센터,~/Downloads/cctv_images\E100033_1693537372465.jpg
"[[1248.2773209596248, 626.054748870824, 629.1006489511348, 352.90986809478]]",[0.525442968328264],[11],1693537372466,640,360,E900074,[국도17호선]청주외천리,국가교통정보센터(국도),C:/cctv_images\E900074_1693537372466.jpg
"[[1248.2773209596248, 443.9650506312306, 629.1006489511348, 301.3837006488805]]",[0.7727684014855563],[21],1693537372466,640,360,E900074,[국도17호선]청주외천리,국가교통정보센터(국도),C:/cctv_images\E900074_1693537372466.jpg
"[[1248.2773209596248, 298.09710746011183, 629.1006489511348, 108.50697814696099]]",[0.8624298681792955],[14],1693537372466,640,360,E900074,[국도17호선]청주외천리,국가교통정보센터(국도),C:/cctv_images\E900074_1693537372466.jpg
"[[1248.2773209596248, 100.9719042030904, 629.1006489511348, 346.90257681692265]]",[0.5092835270665707],[19],1693537372466,640,360,E900074,[국도17호선]청주외천리,국가교통정보센터(국도),C:/cctv_images\E900074_1693537372466.jpg
"[[1248.2773209596248, 249.72146678036285, 629.1006489511348, 232.55685905834736]]",[0.5843411016144258],[18],1693537372466,640,360,E900074,[국도17호선]청주외천리,국가교통정보센터(국도),C:/cctv_images\E900074_1693537372466.jpg
"[[1248.2773209596248, 256.2907339685052, 629.1006489511348, 261.3386595025529]]",[0.5599850001169775],[1],1693537372466,640,360,E900074,[국도17호선]청주외천리,국가교통정보센터(국도),C:/cctv_images\E900074_1693537372466.jpg
"[[1248.2773209596248, 403.52441123443316, 629.1006489511348, 101.81423108891781]]",[0.5599303954726204],[2],1693537372466,640,360,E900074,[국도17호선]청주외천리,국가교통정보센터(국도),C:/cctv_images\E900074_1693537372466.jpg
"[[1248.2773209596248, 635.5818339901348, 629.1006489511348, 95.80556254941062]]",[0.855604498889331],[0],1693537372466,640,360,E900074,[국도17호선]청주외천리,국가교통정보센터(국도),C:/cctv_images\E900074_1693537372466.jpg
"[[1248.2773209596248, 332.9853919458777, 629.1006489511348, 330.5551287506812]]",[0.8663556047100279],[12],1693537372466,640,360,E900074,[국도17호선]청주외천리,국가교통정보센터(국도),C:/cctv_images\E900074_1693537372466.jpg
"[[1248.2773209596248, 89.75320738631237, 629.1006489511348, 151.26976291894022]]",[0.52322200728696],[22],1693537372466,640,360,E900074,[국도17호선]청주외천리,국가교통정보센터(국도),C:/cctv_images\E900074_1693537372466.jpg
"[[1248.2773209596248, 590.815412424425, 629.1006489511348, 55.04451181381793]]",[0.6242787014365747],[14],1693537372466,640,360,E900074,[국도17호선]청주외천리,국가교통정보센터(국도),C:/cctv_images\E900074_1693537372466.jpg
"[[1248.2773209596248, 457.87858837923983, 629.1006489511348, 354.0080114078893]]",[0.8033101753876337],[0],1693537372466,640,360,E900074,[국도17호선]청주외천리,국가교통정보센터(국도),C:/cctv_images\E900074_1693537372466.jpg
"[[1248.2773209596248, 552.0858952027957, 629.1006489511348, 240.21887499915647]]",[0.987390542202676],[12],1693537372466,640,360,E900074,[국도17호선]청주외천리,국가교통정보센터(국도),C:/cctv_images\E900074_1693537372466.jpg
"[[1248.2773209596248, 539.295982112592, 629.1006489511348, 183.17327515493653]]",[0.8212419199480709],[4],1693537372466,640,360,E900074,[국도17호선]청주외천리,국가교통정보센터(국도),C:/cctv_images\E900074_1693537372466.jpg
"[[1248.2773209596248, 228.99048597766813, 629.1006489511348, 199.93919638510957]]",[0.8089367445853448],[16],1693537372466,640,360,E900074,[국도17호선]청주외천리,국가교통정보센터(국도),C:/cctv_images\E900074_1693537372466.jpg
"[[1248.2773209596248, 146.5735823210258, 629.1006489511348, 271.1038250477078]]",[0.8574352672183085],[10],1693537372466,640,360,E900074,[국도17호선]청주외천리,국가교통정보센터(국도),C:/cctv_images\E900074_1693537372466.jpg
"[[1248.2773209596248, 114.94814135779147, 629.1006489511348, 348.11012755219224]]",[0.6241380016961555],[11],1693537372466,640,360,E900074,[국도17호선]청주외천리,국가교통정보센터(국도),C:/cctv_images\E900074_1693537372466.jpg
"[[1248.2773209596248, 37.71150811976934, 629.1006489511348, 339.5176679300057]]",[0.7344221772686972],[13],1693537372466,640,360,E900074,[국도17호선]청주외천리,국가교통정보센터(국도),C:/cctv_images\E900074_1693537372466.jpg
"[[1248.2773209596248, 515.9873702503813, 629.1006489511348, 360]]",[0.8190090796833216],[5],1693537372466,640,360,E900074,[국도17호선]청주외천리,국가교통정보센터(국도),C:/cctv_images\E900074_1693537372466.jpg
"[[1248.2773209596248, 380.3571542838747, 629.1006489511348, 59.61867058906635]]",[0.7620472264311733],[11],1693537372466,640,360,E900074,[국도17호선]청주외천리,국가교통정보센터(국도),C:/cctv_images\E900074_1693537372466.jpg
"[[1248.2773209596248, 239.57291759002118, 629.1006489511348, 140.2731060930975]]",[0.7411045888705818],[1],1693537372466,640,360,E900074,[국도17호선]청주외천리,국가교통정보센터(국도),C:/cctv_images\E900074_1693537372466.jpg
"[[1248.2773209596248, 412.388021692817, 629.1006489511348, 321.6376675446574]]",[0.5084953906850103],[3],1693537372466,640,360,E900074,[국도17호선]청주외천리,국가교통정보센터(국도),C:/cctv_images\E900074_1693537372466.jpg
"[[1248.2773209596248, 156.19422954695, 629.1006489511348, 329.9526053527306]]",[0.6920421568084489],[18],1693537372466,640,360,E900074,[국도17호선]청주외천리,국가교통정보센터(국도),C:/cctv_images\E900074_1693537372466.jpg
